make,model,year,risk_level,analytics_exact_rows,analytics_model_rows,open_ev_exact_rows,source_count,sources,missing_reference_specs,reasons
GAC Aion,Hyper GT,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GAC Aion,Hyper GT,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GAC Aion,Hyptec HL,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
GAC Aion,Hyptec HT,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,Haval H6 GT,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,Haval H6 GT,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,Haval H6 GT,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,Haval H6 PHEV19,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
GWM,Haval H6 PHEV34,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,Haval H6 PHEV34,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,Haval H6 PHEV34,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 03 48 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
GWM,ORA 03 63 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
GWM,ORA 03 GT,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
GWM,ORA 03 GT,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 03 GT,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 03 GT,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 03 Skin,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 03 Skin,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 03 Skin,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
GWM,ORA 07 GT,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
GWM,ORA 07 Pro,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
GWM,ORA 07 Pure,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Geely,EX2,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,EX5,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,EX5,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Galaxy E8,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Galaxy E8,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Panda Mini,2023,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Panda Mini,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Panda Mini,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Xingyuan,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Geely,Xingyuan,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Genesis,Electrified G80,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,Electrified G80,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,Electrified G80,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,G80 Electrified Luxury,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Genesis,GV60,2023,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,GV60,2024,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,GV60,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,GV60 Premium,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Genesis,GV60 Sport,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Genesis,GV60 Sport Plus,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Genesis,GV70 Electrified,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,GV70 Electrified,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Genesis,GV70 Electrified Sport,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
HiPhi,HiPhi X,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
HiPhi,HiPhi X,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
HiPhi,HiPhi X,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
HiPhi,HiPhi Z,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
HiPhi,HiPhi Z,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
HiPhi,HiPhi Z,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Honda,Prologue,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Honda,Prologue,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Honda,e:NP2,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Honda,e:NP2,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Honda,e:NS2,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Honda,e:NS2,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,efficiency_wh_per_km,no analytics training rows for this make/model; only one dataset source; missing planner reference field: efficiency_wh_per_km
Honda,e:Ny1,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hongqi,E-HS9,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Hongqi,E-HS9,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Hongqi,E-HS9,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Hongqi,E-HS9 120 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hongqi,E-HS9 84 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hongqi,E-HS9 99 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hongqi,E-QM5,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Hongqi,E-QM5,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Hongqi,E-QM5,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, top_speed_kmh, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Hyundai,INSTER Long Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,INSTER Standard Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 5,2023,high,0,0,2,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 5,2024,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 5,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 5 63 kWh RWD (MY24),,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 5 84 kWh AWD (MY24),,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 5 84 kWh RWD (MY24),,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 5 N (MY24),,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 6,2023,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 6,2024,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 6,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 6 Long Range 2WD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 6 Long Range AWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 6 Standard Range 2WD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 9,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Hyundai,IONIQ 9 Long Range AWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 9 Long Range RWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,IONIQ 9 Performance AWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,Kona Electric 48 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Hyundai,Kona Electric 65 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
IM Motors,L7,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,L7,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,L7,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,LS6,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,LS6,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,LS6,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,LS7,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,LS7,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
IM Motors,LS7,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Jaguar,I-PACE,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Jaguar,I-PACE,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Jaguar,I-Pace EV400,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Jeep,Avenger Electric,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Jeep,Compass Electric 74 kWh,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
KGM,Torres EVX,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Karma Automotive,GS-6,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,top_speed_kmh,no analytics training rows for this make/model; only one dataset source; missing planner reference field: top_speed_kmh
Karma Automotive,GS-6,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,top_speed_kmh,no analytics training rows for this make/model; only one dataset source; missing planner reference field: top_speed_kmh
Karma Automotive,GS-6,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,top_speed_kmh,no analytics training rows for this make/model; only one dataset source; missing planner reference field: top_speed_kmh
Karma Automotive,Revero GT,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,top_speed_kmh,no analytics training rows for this make/model; only one dataset source; missing planner reference field: top_speed_kmh
Karma Automotive,Revero GT,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,top_speed_kmh,no analytics training rows for this make/model; only one dataset source; missing planner reference field: top_speed_kmh
Karma Automotive,Revero GT,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,top_speed_kmh,no analytics training rows for this make/model; only one dataset source; missing planner reference field: top_speed_kmh
Kia,EV3 Long Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV3 Standard Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV4 Hatchback Long Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV4 Hatchback Standard Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV4 Sedan Long Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV4 Sedan Standard Range,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV6 GT,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV6 Long Range 2WD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV6 Long Range AWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV6 Standard Range 2WD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV9 76.1 kWh RWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV9 99.8 kWh AWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV9 99.8 kWh AWD GT,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV9 99.8 kWh AWD GT-Line,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Kia,EV9 99.8 kWh RWD,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Lancia,Ypsilon,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Land Rover,Range Rover Evoque PHEV,2023,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Evoque PHEV,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Evoque PHEV,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover PHEV,2023,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover PHEV,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover PHEV,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Sport PHEV,2023,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Sport PHEV,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Sport PHEV,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Velar PHEV,2023,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Velar PHEV,2024,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Land Rover,Range Rover Velar PHEV,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,"top_speed_kmh, maxChargingPower_kW",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Leapmotor,B01,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Leapmotor,B10,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Leapmotor,C10,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Leapmotor,C10,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,torque_nm,no analytics training rows for this make/model; only one dataset source; missing planner reference field: torque_nm
Leapmotor,C16,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,torque_nm,no analytics training rows for this make/model; only one dataset source; missing planner reference field: torque_nm
Leapmotor,C16,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,torque_nm,no analytics training rows for this make/model; only one dataset source; missing planner reference field: torque_nm
Leapmotor,Lafa 5,2025,high,0,0,2,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Leapmotor,T03,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Leapmotor,T03,2023,high,0,0,6,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Leapmotor,T03,2024,high,0,0,3,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Leapmotor,T03,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,"efficiency_wh_per_km, torque_nm",no analytics training rows for this make/model; only one dataset source; multiple planner reference specs would fall back to defaults
Lexus,ES 350e,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,ES 500e,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,RZ 300e,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Lexus,RZ 450e,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Lexus,RZ 450e,2023,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,RZ 450e,2024,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,RZ 450e,2025,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,UX 300e,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Lexus,UX 300e,2023,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,UX 300e,2024,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lexus,UX 300e,2025,high,0,0,1,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
Lotus,Eletre,,high,0,0,0,1,electric_vehicles_spec_2025.csv.csv,,no analytics training rows for this make/model; only one dataset source; not supported by analytics base or Open EV merge path
Lotus,Eletre,2023,high,0,0,3,1,open-ev-data-v1.24.0.csv,,no analytics training rows for this make/model; only one dataset source
